sample_idx,natoms,time,memory,energy_mae,energy_mae_per_atom,forces_mae,hessian_mae,asymmetry_mae,true_asymmetry_mae,eigval_mae,true_neg_num,true_is_minima,true_is_ts,true_is_ts_order2,true_is_higher_order,model_neg_num,model_is_ts,model_is_minima,model_is_ts_order2,model_is_higher_order,neg_num_agree,eigval_mae_eckart,eigval1_mae_eckart,eigval2_mae_eckart,eigvec1_cos_eckart,eigvec2_cos_eckart,freq_mae_400_4000,freq_mae_400_4000_dataset
0,23,65.16124725341797,438.76864,2071.048828125,90.04560089111328,0.001169247436337173,0.029508886858820915,0.0,0.0,0.16123764216899872,0,1,0,0,0,0,0,1,0,0,1,0.0550507921352499,0.006010639448551788,0.03598469191429261,0.9926805945852668,0.6428351406942179,288.1459666713532,1766.2196188458938
1,19,81.4836196899414,407.535616,259.009765625,13.63209342956543,0.0007711538346484303,0.0680186003446579,0.0,0.0,0.415662944316864,0,1,0,0,0,0,0,1,0,0,1,0.07138556988120981,0.00257668955593314,0.021346229833737018,0.9944232954011668,0.9955066134813492,135.57621811736666,2286.7829103306112
2,14,70.24281311035156,365.029376,3604.9365234375,257.4954833984375,0.0011535147204995155,0.08436161279678345,0.0,0.0,0.4703376889228821,0,1,0,0,0,0,0,1,0,0,1,0.09311620017664578,0.1399656558216812,0.23249609974578356,0.22161567218621953,0.15068203177439213,727.5066664263912,2330.1589568634054
3,17,63.18707275390625,375.167488,871.5810546875,51.269474029541016,0.0009260495426133275,0.047006670385599136,0.0,0.0,0.20399093627929688,1,0,1,0,0,1,1,0,0,0,1,0.046748792613052814,0.017635599583746317,0.025535761185311437,0.1274736935291573,0.23571996769486692,135.63292316349742,1725.1576965633392
4,13,65.77430725097656,359.799296,4695.5,361.19232177734375,0.002299488754943013,0.09072665870189667,0.0,0.0,0.4187922775745392,0,1,0,0,0,0,0,1,0,0,1,0.08737248083741643,0.0037114320030366063,0.05716816575113439,0.9754795579051748,0.03907429336759914,236.42664494239807,1685.228204865662
5,21,63.85740661621094,413.471232,1481.5869140625,70.5517578125,0.0018218648619949818,0.03299437835812569,0.0,0.0,0.1313164085149765,0,1,0,0,0,0,0,1,0,0,1,0.04916447945938638,0.006101418807322984,0.011128592259592146,0.964325308554588,0.9577265884280778,86.95800956482944,1560.1598767105806
6,22,64.05542755126953,433.636352,1819.9541015625,82.72518920898438,0.0010874427389353514,0.029002005234360695,0.0,0.0,0.09452333301305771,0,1,0,0,0,0,0,1,0,0,1,0.042168551024991056,0.018106939421250065,0.01924832340094962,0.9882455672142297,0.4023341585879465,103.49399365030692,1580.7898116322008
7,18,63.35193634033203,400.10496,223.630859375,12.42393684387207,0.0023991118650883436,0.07076197117567062,0.0,0.0,0.29462024569511414,0,1,0,0,0,0,0,1,0,0,1,0.06564021984161154,0.0037463308834175518,0.022440937785032283,0.9433554856572922,0.9679570026250849,160.22381876426286,1638.2094789479447
8,21,63.856544494628906,419.6224,1571.0048828125,74.80976104736328,0.001328389858826995,0.03700082004070282,0.0,0.0,0.13991865515708923,0,1,0,0,0,1,1,0,0,0,0,0.0700216725161723,0.019773951196852886,0.007742397914751373,0.864224850361189,0.852728627051867,98.1335440768646,1819.0008401302052
9,19,63.13788986206055,406.290944,330.2294921875,17.3804988861084,0.0008251816616393626,0.03970864415168762,0.0,0.0,0.18419302999973297,0,1,0,0,0,0,0,1,0,0,1,0.04197665949426918,0.014779831770621032,0.04541831631181753,0.9923223674647379,0.4044165321298282,222.57487426777146,1857.1127537716466
10,17,62.57814407348633,381.804544,1052.1220703125,61.88953399658203,0.0008403983665630221,0.04332231730222702,0.0,0.0,0.27566471695899963,0,1,0,0,0,0,0,1,0,0,1,0.08843836929990605,0.019249054282376114,0.028732425388698402,0.43993648977644206,0.41453263449775696,229.50749776810073,1585.5282209525374
